REF_DATE,GEO,Gender,Type of corporation,Industry,VALUE
2019,Nunavut,Women,Total all corporations,Other industry,0.0
2019,Nunavut,Women,Total all corporations,Unclassified industry,0.0
2019,Nunavut,Women,Total all corporations,Unclassified industry,0.0
2019,Nunavut,Women,Total all corporations,Unclassified industry,0.0
2019,Nunavut,Women,Total all corporations,Unclassified industry,0.0
2019,Nunavut,Women,Total all corporations,Unclassified industry,0.0
2019,Nunavut,Women,Total all corporations,Unclassified industry,0.0
2019,Nunavut,Women,Total all corporations,Unclassified industry,0.0
2019,Nunavut,Women,Total all corporations,Unclassified industry,0.0
2019,Nunavut,Women,Total all corporations,Unclassified industry,0.0
2019,Nunavut,Women,Total all corporations,Unclassified industry,0.0
2019,Nunavut,Women,Total all corporations,Unclassified industry,0.0
2019,Nunavut,Women,Total all corporations,Unclassified industry,0.0
2019,Nunavut,Women,Total all corporations,Unclassified industry,0.0
2019,Nunavut,Women,Total all corporations,Unclassified industry,0.0
2019,Nunavut,Women,Total all corporations,Unclassified industry,0.0
2019,Nunavut,Women,Total all corporations,Unclassified industry,0.0
2019,Nunavut,Women,Total all corporations,Unclassified industry,0.0
2019,Nunavut,Women,Total all corporations,Unclassified industry,0.0
2019,Nunavut,Women,Total all corporations,Unclassified industry,0.0
2019,Nunavut,Women,Total all corporations,Unclassified industry,0.0
2019,Nunavut,Men,Total all corporations,Finance,0.0
2019,Nunavut,Men,Total all corporations,Finance,0.0
2019,Nunavut,Men,Total all corporations,Finance,0.0
2019,Nunavut,Men,Total all corporations,Finance,0.0
2019,Nunavut,Men,Total all corporations,Finance,0.0
2019,Nunavut,Men,Total all corporations,Finance,0.0
2019,Nunavut,Men,Total all corporations,Finance,0.0
2019,Nunavut,Men,Total all corporations,Finance,0.0
2019,Nunavut,Men,Total all corporations,Finance,0.0
2019,Nunavut,Men,Total all corporations,Finance,0.0
2019,Nunavut,Men,Total all corporations,Finance,0.0
2019,Nunavut,Men,Total all corporations,Finance,0.0
2019,Nunavut,Men,Total all corporations,Finance,0.0
2019,Nunavut,Men,Total all corporations,Finance,0.0
2019,Nunavut,Men,Total all corporations,Finance,0.0
2019,Nunavut,Men,Total all corporations,Finance,0.0
2019,Nunavut,Men,Total all corporations,Finance,0.0
2019,Nunavut,Men,Total all corporations,Finance,0.0
2019,Nunavut,Men,Total all corporations,Finance,0.0
2019,Nunavut,Men,Total all corporations,Finance,0.0
2019,Nunavut,Men,Total all corporations,Utilities,0.0
2019,Nunavut,Men,Total all corporations,Utilities,0.0
2019,Nunavut,Men,Total all corporations,Utilities,0.0
2019,Nunavut,Men,Total all corporations,Utilities,0.0
2019,Nunavut,Men,Total all corporations,Utilities,0.0
2019,Nunavut,Men,Total all corporations,Utilities,0.0
2019,Nunavut,Men,Total all corporations,Utilities,0.0
2019,Nunavut,Men,Total all corporations,Utilities,0.0
2019,Nunavut,Men,Total all corporations,Utilities,0.0
2019,Nunavut,Men,Total all corporations,Utilities,0.0
2019,Nunavut,Men,Total all corporations,Utilities,0.0
2019,Nunavut,Men,Total all corporations,Utilities,0.0
2019,Nunavut,Men,Total all corporations,Utilities,0.0
2019,Nunavut,Men,Total all corporations,Utilities,0.0
2019,Nunavut,Men,Total all corporations,Utilities,0.0
2019,Nunavut,Men,Total all corporations,Utilities,0.0
2019,Nunavut,Men,Total all corporations,Utilities,0.0
2019,Nunavut,Men,Total all corporations,Utilities,0.0
2019,Nunavut,Men,Total all corporations,Utilities,0.0
2019,Nunavut,Men,Total all corporations,Utilities,0.0
2019,Nunavut,Men,Total all corporations,Management of companies and enterprises,0.0
2019,Nunavut,Men,Total all corporations,Management of companies and enterprises,0.0
2019,Nunavut,Men,Total all corporations,Management of companies and enterprises,0.0
2019,Nunavut,Men,Total all corporations,Management of companies and enterprises,0.0
2019,Nunavut,Men,Total all corporations,Management of companies and enterprises,0.0
2019,Nunavut,Men,Total all corporations,Management of companies and enterprises,0.0
2019,Nunavut,Men,Total all corporations,Management of companies and enterprises,0.0
2019,Nunavut,Men,Total all corporations,Management of companies and enterprises,0.0
2019,Nunavut,Men,Total all corporations,Management of companies and enterprises,0.0
2019,Nunavut,Men,Total all corporations,Management of companies and enterprises,0.0
2019,Nunavut,Men,Total all corporations,Management of companies and enterprises,0.0
2019,Nunavut,Men,Total all corporations,Management of companies and enterprises,0.0
2019,Nunavut,Men,Total all corporations,Management of companies and enterprises,0.0
2019,Nunavut,Men,Total all corporations,Management of companies and enterprises,0.0
2019,Nunavut,Men,Total all corporations,Management of companies and enterprises,0.0
2019,Nunavut,Men,Total all corporations,Management of companies and enterprises,0.0
2019,Nunavut,Men,Total all corporations,Management of companies and enterprises,0.0
2019,Nunavut,Men,Total all corporations,Management of companies and enterprises,0.0
2019,Nunavut,Men,Total all corporations,Management of companies and enterprises,0.0
2019,Nunavut,Men,Total all corporations,Management of companies and enterprises,0.0
2019,Nunavut,Men,Total all corporations,Distributive trade,0.0
2019,Nunavut,Men,Total all corporations,Distributive trade,0.0
2019,Nunavut,Men,Total all corporations,Distributive trade,0.0
2019,Nunavut,Men,Total all corporations,Distributive trade,0.0
2019,Nunavut,Men,Total all corporations,Distributive trade,0.0
2019,Nunavut,Men,Total all corporations,Distributive trade,0.0
2019,Nunavut,Men,Total all corporations,Distributive trade,0.0
2019,Nunavut,Men,Total all corporations,Distributive trade,0.0
2019,Nunavut,Men,Total all corporations,Distributive trade,0.0
2019,Nunavut,Men,Total all corporations,Distributive trade,0.0
2019,Nunavut,Men,Total all corporations,Distributive trade,0.0
2019,Nunavut,Men,Total all corporations,Distributive trade,0.0
2019,Nunavut,Men,Total all corporations,Distributive trade,0.0
2019,Nunavut,Men,Total all corporations,Distributive trade,0.0
2019,Nunavut,Men,Total all corporations,Distributive trade,0.0
2019,Nunavut,Men,Total all corporations,Distributive trade,0.0
2019,Nunavut,Men,Total all corporations,Distributive trade,0.0
2019,Nunavut,Men,Total all corporations,Distributive trade,0.0
2019,Nunavut,Men,Total all corporations,Distributive trade,0.0
2019,Nunavut,Men,Total all corporations,Distributive trade,0.0
2019,Nunavut,Men,Total all corporations,Energy,0.0
2019,Nunavut,Men,Total all corporations,Energy,0.0
2019,Nunavut,Men,Total all corporations,Energy,0.0
2019,Nunavut,Men,Total all corporations,Energy,0.0
2019,Nunavut,Men,Total all corporations,Energy,0.0
2019,Nunavut,Men,Total all corporations,Energy,0.0
2019,Nunavut,Men,Total all corporations,Energy,0.0
2019,Nunavut,Men,Total all corporations,Energy,0.0
2019,Nunavut,Men,Total all corporations,Energy,0.0
2019,Nunavut,Men,Total all corporations,Energy,0.0
2019,Nunavut,Men,Total all corporations,Energy,0.0
2019,Nunavut,Men,Total all corporations,Energy,0.0
2019,Nunavut,Men,Total all corporations,Energy,0.0
2019,Nunavut,Men,Total all corporations,Energy,0.0
2019,Nunavut,Men,Total all corporations,Energy,0.0
2019,Nunavut,Men,Total all corporations,Energy,0.0
2019,Nunavut,Men,Total all corporations,Energy,0.0
2019,Nunavut,Men,Total all corporations,Energy,0.0
2019,Nunavut,Men,Total all corporations,Energy,0.0
2019,Nunavut,Men,Total all corporations,Energy,0.0
2019,Nunavut,Men,Total all corporations,Manufacturing,0.0
2019,Nunavut,Men,Total all corporations,Manufacturing,0.0
2019,Nunavut,Men,Total all corporations,Manufacturing,0.0
2019,Nunavut,Men,Total all corporations,Manufacturing,0.0
2019,Nunavut,Men,Total all corporations,Manufacturing,0.0
2019,Nunavut,Men,Total all corporations,Manufacturing,0.0
2019,Nunavut,Men,Total all corporations,Manufacturing,0.0
2019,Nunavut,Men,Total all corporations,Manufacturing,0.0
2019,Nunavut,Men,Total all corporations,Manufacturing,0.0
2019,Nunavut,Men,Total all corporations,Manufacturing,0.0
2019,Nunavut,Men,Total all corporations,Manufacturing,0.0
2019,Nunavut,Men,Total all corporations,Manufacturing,0.0
2019,Nunavut,Men,Total all corporations,Manufacturing,0.0
2019,Nunavut,Men,Total all corporations,Manufacturing,0.0
2019,Nunavut,Men,Total all corporations,Manufacturing,0.0
2019,Nunavut,Men,Total all corporations,Manufacturing,0.0
2019,Nunavut,Men,Total all corporations,Manufacturing,0.0
2019,Nunavut,Men,Total all corporations,Manufacturing,0.0
2019,Nunavut,Men,Total all corporations,Manufacturing,0.0
2019,Nunavut,Men,Total all corporations,Manufacturing,0.0
2019,Nunavut,Men,Total all corporations,Construction,0.0
2019,Nunavut,Men,Total all corporations,Construction,0.0
2019,Nunavut,Men,Total all corporations,Construction,0.0
2019,Nunavut,Men,Total all corporations,Construction,0.0
2019,Nunavut,Men,Total all corporations,Construction,0.0
2019,Nunavut,Men,Total all corporations,Construction,0.0
2019,Nunavut,Men,Total all corporations,Construction,0.0
2019,Nunavut,Men,Total all corporations,Construction,0.0
2019,Nunavut,Men,Total all corporations,Construction,0.0
2019,Nunavut,Men,Total all corporations,Construction,0.0
2019,Nunavut,Men,Total all corporations,Construction,0.0
2019,Nunavut,Men,Total all corporations,Construction,0.0
2019,Nunavut,Men,Total all corporations,Construction,0.0
2019,Nunavut,Men,Total all corporations,Construction,0.0
2019,Nunavut,Men,Total all corporations,Construction,0.0
2019,Nunavut,Men,Total all corporations,Construction,0.0
2019,Nunavut,Men,Total all corporations,Construction,0.0
2019,Nunavut,Men,Total all corporations,Construction,0.0
2019,Nunavut,Men,Total all corporations,Construction,0.0
2019,Nunavut,Men,Total all corporations,Construction,0.0
2019,Nunavut,Men,Total all corporations,Other industry,0.0
2019,Nunavut,Men,Total all corporations,Other industry,0.0
2019,Nunavut,Men,Total all corporations,Other industry,0.0
2019,Nunavut,Men,Total all corporations,Other industry,0.0
2019,Nunavut,Men,Total all corporations,Other industry,0.0
2019,Nunavut,Men,Total all corporations,Other industry,0.0
2019,Nunavut,Men,Total all corporations,Other industry,0.0
2019,Nunavut,Men,Total all corporations,Other industry,0.0
2019,Nunavut,Men,Total all corporations,Other industry,0.0
2019,Nunavut,Men,Total all corporations,Other industry,0.0
2019,Nunavut,Men,Total all corporations,Other industry,0.0
2019,Nunavut,Men,Total all corporations,Other industry,0.0
2019,Nunavut,Men,Total all corporations,Other industry,0.0
2019,Nunavut,Men,Total all corporations,Other industry,0.0
2019,Nunavut,Men,Total all corporations,Other industry,0.0
2019,Nunavut,Men,Total all corporations,Other industry,0.0
2019,Nunavut,Men,Total all corporations,Other industry,0.0
2019,Nunavut,Men,Total all corporations,Other industry,0.0
2019,Nunavut,Men,Total all corporations,Other industry,0.0
2019,Nunavut,Men,Total all corporations,Other industry,0.0
2019,Nunavut,Men,Total all corporations,Unclassified industry,0.0
2019,Nunavut,Men,Total all corporations,Unclassified industry,0.0
2019,Nunavut,Men,Total all corporations,Unclassified industry,0.0
2019,Nunavut,Men,Total all corporations,Unclassified industry,0.0
2019,Nunavut,Men,Total all corporations,Unclassified industry,0.0
2019,Nunavut,Men,Total all corporations,Unclassified industry,0.0
2019,Nunavut,Men,Total all corporations,Unclassified industry,0.0
2019,Nunavut,Men,Total all corporations,Unclassified industry,0.0
2019,Nunavut,Men,Total all corporations,Unclassified industry,0.0
2019,Nunavut,Men,Total all corporations,Unclassified industry,0.0
2019,Nunavut,Men,Total all corporations,Unclassified industry,0.0
2019,Nunavut,Men,Total all corporations,Unclassified industry,0.0
2019,Nunavut,Men,Total all corporations,Unclassified industry,0.0
2019,Nunavut,Men,Total all corporations,Unclassified industry,0.0
2019,Nunavut,Men,Total all corporations,Unclassified industry,0.0
2019,Nunavut,Men,Total all corporations,Unclassified industry,0.0
2019,Nunavut,Men,Total all corporations,Unclassified industry,0.0
2019,Nunavut,Men,Total all corporations,Unclassified industry,0.0
2019,Nunavut,Men,Total all corporations,Unclassified industry,0.0
2019,Nunavut,Men,Total all corporations,Unclassified industry,0.0
2020,"Canada, total",Women,Total all corporations,Finance,940.0
2020,"Canada, total",Women,Total all corporations,Finance,1163.0
2020,"Canada, total",Women,Total all corporations,Finance,317.0
2020,"Canada, total",Women,Total all corporations,Finance,846.0
2020,"Canada, total",Women,Total all corporations,Finance,195.0
